playlist_id,track_id
265,10074
265,7324
265,2867
268,4916
268,7197
268,16114
268,9037
268,16718
268,18336
268,2399
268,4111
268,1247
268,13803
268,2577
268,16546
268,14154
268,1569
268,3950
268,18580
268,8440
268,9791
268,14243
268,12460
268,16366
268,14867
268,14790
268,16708
268,18040
268,1253
268,1898
268,20369
268,17586
268,4109
268,15684
268,15006
268,6842
268,4147
268,11214
268,16008
268,19802
268,6453
268,18669
268,12373
268,14289
268,3009
268,12075
268,13862
268,9229
268,17112
271,4016
271,2665
271,10852
271,13972
271,16024
271,13865
271,1039
271,913
271,8618
271,19770
271,9211
271,9579
271,19628
271,1779
271,9804
271,387
271,3938
271,5042
271,16173
271,3207
271,12906
271,11076
271,16674
271,17944
271,16002
271,14904
271,5612
271,6085
271,16331
271,5751
271,13622
271,4745
272,4070
272,9246
272,3242
272,19973
272,209
272,10442
272,13347
272,12760
275,20321
275,16820
275,11850
275,14777
275,18649
275,19422
275,3885
275,573
275,1746
275,11070
275,15078
275,16249
275,7854
275,13139
275,2412
275,2037
275,18381
275,4795
277,20461
277,10833
277,18490
277,17131
277,18231
277,2980
277,9201
277,16579
277,4089
277,13154
277,13129
277,4359
277,6433
277,17281
277,15801
277,4962
277,508
277,579
277,16505
277,2640
277,14229
277,11675
277,4202
277,14301
277,699
277,11687
290,4029
290,14243
290,8487
290,13975
290,10183
290,8138
290,5474
290,17442
290,4916
290,10930
290,18361
290,4369
290,14504
290,12397
290,16205
290,1476
290,15029
290,1300
290,123
290,17563
290,2236
290,13128
290,13129
290,11572
290,4089
290,508
290,13154
290,12910
290,5947
290,19038
290,15266
290,14360
290,11400
290,6098
290,14443
290,2727
290,10201
290,15430
290,18815
290,3685
290,7989
290,9441
290,9984
290,15916
290,17709
310,1909
310,15779
310,12393
310,5924
310,13542
310,6080
310,20242
310,17459
310,956
310,14668
310,9913
310,14765
310,1740
310,18191
310,7238
310,8275
310,5047
310,682
310,20023
310,1063
310,12311
310,9180
310,15807
326,12467
326,7009
326,11070
326,3078
326,9974
326,15400
326,10269
326,797
326,667
326,13368
326,19080
365,6433
365,11740
365,19167
365,13506
365,3007
365,9491
365,11715
365,14360
365,4180
365,17925
365,8849
365,2153
365,3876
365,2581
365,1951
365,9154
365,6220
392,17568
392,20235
392,6239
392,11373
392,541
392,4949
392,5621
392,2997
392,18074
392,12393
392,9155
392,16948
392,16464
392,13993
392,5576
392,14820
392,14556
392,6015
392,15499
392,12707
392,18875
392,4818
392,1195
392,14466
392,15413
392,8145
392,4242
392,7886
392,4910
392,1752
392,20225
392,5036
392,1591
392,17429
392,12963
392,2367
392,15474
392,6433
392,2491
392,8150
392,296
392,17239
392,1866
392,18649
392,6892
392,20263
392,4482
392,2001
407,14070
407,19476
407,1813
407,15464
407,19924
407,3403
407,15065
407,6077
407,14737
407,943
407,16098
407,3320
407,12718
407,6915
407,18384
413,6220
413,6732
413,3129
413,468
413,7070
413,17154
413,15942
413,7889
413,4026
413,12768
413,15653
413,3551
413,15646
413,3373
413,4477
413,17064
413,1133
413,17516
413,6441
413,18598
413,8852
413,9525
413,19688
413,19602
413,2460
413,10603
422,6618
422,2989
422,3021
422,9886
422,2583
422,2290
422,19300
422,4434
422,8661
422,3244
422,3258
422,16175
422,12703
422,11176
422,10639
422,15753
422,15585
422,877
422,8146
422,15310
422,1585
422,16457
432,16808
432,17228
432,17897
432,2765
432,913
432,2887
432,11260
432,19336
432,20007
432,9314
432,19556
432,1014
432,13539
432,16404
432,8838
432,6715
432,17935
432,523
432,20488
432,6258
432,10081
432,11702
432,8885
432,18921
432,11599
432,10947
432,4642
432,8271
432,2961
432,17780
432,20408
432,5661
432,4397
432,15471
432,2913
432,11847
432,8288
432,13531
432,1710
432,15472
432,15360
432,4039
432,1595
432,6237
432,20415
432,7070
432,17430
432,12688
455,10989
455,15974
455,7953
455,9507
455,14673
455,7066
455,2719
455,11020
455,20506
455,11390
455,17396
455,7844
455,18751
455,15485
455,8333
455,323
455,1054
455,16430
455,10316
455,10368
455,15597
455,12365
455,16844
455,14699
455,2631
470,8767
470,8539
470,4910
470,9337
470,8145
470,7475
470,8831
470,18428
470,20167
470,3811
470,16435
470,6472
470,12881
470,10313
470,11943
470,6893
492,16705
492,12393
492,6743
492,20028
492,15167
492,9963
492,5661
492,4052
492,19904
492,16912
492,694
492,8138
492,8275
492,2765
492,15498
492,17597
492,16236
492,12315
492,17239
492,14338
492,10270
492,14248
495,13599
495,3986
495,11759
495,405
495,2853
495,1687
495,4865
495,8727
495,8734
495,16392
495,17777
495,15414
495,15090
495,8539
495,14248
495,1111
495,2627
495,1641
495,4743
495,8169
495,8138
495,12311
495,1373
495,15969
495,1849
495,16100
495,11496
495,12663
497,1144
497,11255
497,11070
497,16045
497,18074
497,11164
497,10706
497,216
497,15920
497,15005
497,5639
497,9447
497,20555
497,8852
497,4403
497,9705
497,11750
497,19939
497,18495
497,17881
497,1913
497,12262
505,11214
505,8483
505,11506
505,5221
505,13185
505,9285
505,10208
505,1330
505,4111
505,5817
505,8440
505,3182
505,13157
505,18067
505,5481
505,16457
505,13862
505,8302
505,6425
505,4916
505,14243
505,12075
505,9037
509,15005
509,19957
509,1719
509,6681
509,8813
509,2306
509,15710
509,7947
509,16601
509,9668
509,11943
509,3788
509,5805
509,1085
509,1443
509,2780
509,8749
509,7728
509,15187
509,20287
509,5141
509,16078
509,181
509,2930
509,7734
509,648
514,13980
514,573
514,1746
514,9712
514,5903
514,7092
514,11468
514,6556
514,18893
514,4186
514,7597
514,9624
514,11366
514,3729
514,15209
514,13357
514,7059
514,16471
514,6846
514,4946
514,15417
514,1382
514,17195
514,10523
514,18601
514,15580
514,1201
514,2046
514,4632
514,6354
514,3252
514,1534
514,778
514,5513
529,13281
529,2497
529,10706
529,6591
529,7751
529,9635
529,13704
529,20167
529,18876
529,14826
529,10848
529,15248
529,10675
532,17610
532,19510
532,20445
532,1199
532,10963
532,1192
532,16354
532,13043
532,1012
532,1374
532,13592
532,2783
532,20169
532,10269
532,7993
532,11029
532,11793
532,2454
532,17629
532,5286
532,12910
532,635
532,6735
532,16398
532,14943
532,20345
532,16645
532,15355
532,80
532,11246
537,20617
537,4878
537,2352
537,10370
537,15661
537,8902
537,17707
537,8760
537,2955
537,11421
537,20362
537,12345
537,13708
537,1066
545,5778
545,16697
545,20254
545,11282
545,1041
545,7000
545,18854
545,13155
545,3535
564,1466
564,10585
564,6112
564,7622
564,16521
564,3624
564,18944
564,11206
564,8047
564,18203
564,11831
564,11510
564,11445
564,3761
564,18329
564,10084
564,3552
564,12446
564,9621
564,7453
564,1337
564,18824
567,6786
567,11016
567,15330
567,14673
567,12305
567,13573
567,13276
567,11020
567,16844
580,8491
580,2497
580,15900
580,20515
580,2919
580,3976
580,16502
580,14002
580,1189
580,19396
580,4288
580,8145
580,16182
580,4915
580,2221
580,17652
580,8767
580,868
580,10250
580,2243
580,9305
580,4528
580,5675
580,149
580,2367
580,8506
580,12493
580,20134
580,15771
580,15826
580,10877
580,4328
580,20241
582,5649
582,4743
582,1698
582,10833
582,4058
582,12910
582,2264
582,15558
582,16388
582,11233
582,5668
582,11313
582,16713
582,9163
582,12940
582,20120
582,1775
582,11776
582,9259
582,19305
582,15167
582,9672
582,14741
582,11029
582,7321
582,13895
582,17689
582,13088
582,13188
582,10100
592,5098
592,17200
592,14736
592,17820
592,228
592,7544
592,18937
592,8466
592,7114
611,10496
611,20287
611,14581
611,14322
611,6823
611,19426
611,1489
611,11740
611,18262
611,5463
611,14097
611,5036
611,19078
611,4954
611,1909
611,16083
611,5737
615,13923
615,2887
615,13276
615,10561
615,13573
615,5174
615,9139
615,8720
615,18424
615,18611
615,14075
615,7968
615,851
615,10386
615,16953
615,8668
615,18747
615,9976
615,139
615,4886
615,4072
615,13954
619,7031
619,11489
619,19265
619,10089
619,1508
619,14439
619,11572
619,2649
619,4180
619,19929
619,3698
619,7547
619,15651
619,14471
619,11268
619,13531
619,6920
619,6098
619,14443
619,7594
619,16165
619,17363
619,3655
622,5739
622,8624
622,15834
622,3173
622,12927
622,17699
622,8828
622,13592
622,4839
622,1056
622,10913
622,5539
622,4544
622,14424
622,16334
622,4398
622,4957
622,2931
622,14889
622,6309
622,2329
622,20487
622,11242
622,15789
622,568
622,7785
622,316
622,2172
622,1931
625,8422
625,4710
625,14226
625,8347
625,5008
625,19929
625,2417
625,10437
625,13426
625,9982
625,13592
625,11268
625,3498
625,12708
625,19056
625,6409
625,8658
625,19059
625,6529
625,16756
625,6577
625,13531
625,15265
631,19089
631,10924
631,15915
631,3150
631,11190
631,7435
631,16771
631,14837
631,7451
631,8620
631,7
631,10113
631,9793
633,11373
633,18804
633,2204
633,4106
633,18266
633,8118
633,2765
633,13166
633,8869
633,19385
633,14309
633,3347
633,15209
633,16509
633,7059
633,956
633,10684
633,17008
633,2740
633,9974
633,17881
633,17631
633,13101
633,11629
633,11366
633,12563
633,8956
633,16471
633,15438
633,5846
633,1014
633,2228
633,17096
636,19205
636,11654
636,3413
636,18289
636,10410
636,6861
636,19654
636,7323
636,14142
636,15312
636,9060
636,3212
636,4255
636,13358
636,14679
636,2392
636,9961
636,13391
636,15241
636,4474
636,12295
642,19122
642,8956
642,5685
642,10013
642,15669
642,14395
642,16998
642,5928
642,5611
642,3011
642,3932
642,8690
642,6556
642,10112
642,17701
646,20268
646,17203
646,15428
646,5031
646,12279
646,7394
646,315
646,13123
646,18729
646,15771
646,4422
646,3279
646,1014
646,15204
646,20167
646,18418
646,18074
646,1231
676,18833
676,3644
676,17307
676,7058
676,14885
676,19412
676,7679
676,20548
676,17355
676,19052
676,12963
676,5611
676,244
676,7818
676,1798
676,15970
676,1746
676,6059
676,11850
676,7761
676,5903
676,10013
676,2705
676,15333
676,2037
676,11107
676,8963
676,13139
676,9705
676,15670
676,19957
676,7092
676,18389
676,216
676,2367
676,1590
676,18440
676,19160
676,14052
683,13465
683,20433
683,13622
683,7350
683,19838
683,12196
683,20500
683,16574
683,16663
683,10850
683,10438
683,6140
683,19008
683,18627
686,9670
686,11937
686,15312
686,12173
686,13358
686,10694
686,845
686,3413
686,6
686,15241
686,865
686,14142
686,2026
686,15627
686,12295
686,3832
686,2925
686,9060
686,7323
686,13395
686,19461
686,6010
686,12958
686,17764
686,3982
686,16391
686,11063
686,6465
686,14683
704,20172
704,8491
704,19889
704,6109
704,2919
704,868
704,10848
704,3514
709,6137
709,19825
709,15704
709,17081
709,663
709,4672
709,19969
709,16398
709,2551
714,15726
714,4487
714,2247
714,19757
714,19690
714,13267
714,19558
714,20331
714,14984
714,5952
714,13129
714,11521
714,20599
714,6762
714,18335
714,18490
714,11715
714,19983
714,2203
714,7224
714,7401
714,18136
714,14940
714,15114
714,19657
714,2955
714,13506
714,5343
719,11895
719,14267
719,401
719,1886
719,3971
719,9233
719,4130
719,14203
719,5228
721,18649
721,4303
721,18825
721,1746
721,13205
721,2705
721,8681
721,5805
721,20394
721,3606
721,3090
721,13145
721,4480
721,12591
721,3333
721,19422
721,9306
721,20037
721,14219
721,16612
724,13734
724,1012
724,1056
724,5008
724,7750
724,2464
724,16770
724,9843
724,12103
724,16951
724,14751
724,11774
731,660
731,12162
731,10269
731,3650
731,12639
731,7163
731,19466
731,956
731,14178
731,4720
731,2336
731,9738
731,9669
735,8956
735,14758
735,13980
735,13237
735,14395
735,894
735,17597
735,8229
735,19699
735,13782
735,13763
735,18637
735,13452
735,4444
735,4460
735,12563
735,15578
735,15570
735,3347
735,16760
735,12718
735,17040
735,14016
735,2117
735,9647
735,7549
735,14309
735,6892
735,16509
735,6245
735,4267
735,16471
735,15209
735,6189
735,6371
735,14591
735,5152
735,1170
737,2968
737,15108
737,8640
737,2922
737,4768
737,16459
737,4914
737,9396
737,14128
740,14430
740,9231
740,6776
740,14033
740,15050
740,9173
740,9098
740,5631
740,7114
740,8466
740,8709
740,17820
740,11916
740,15235
740,4543
740,8001
740,8356
740,15341
740,16082
740,1060
740,16708
740,10379
740,1510
740,4743
740,7402
740,17131
740,19556
740,11842
740,8045
740,5661
740,1944
740,9257
740,8880
740,4042
744,10640
744,2036
744,19254
744,17657
744,4954
744,20016
744,6533
744,15603
744,7989
744,13895
744,5695
744,7868
744,3767
744,1947
744,6405
744,13202
744,16764
744,1096
744,14820
744,17874
744,3551
744,7163
744,3698
744,13983
746,8764
746,17740
746,16727
746,3237
746,17506
746,4808
746,14872
746,15341
746,73
746,18293
746,1300
746,19648
746,13819
746,17026
746,4880
746,3554
746,1365
746,4447
746,4952
746,2274
746,1060
746,8892
746,13670
746,8709
774,17515
774,9752
774,20065
774,15284
774,17063
774,4687
774,9518
774,13927
774,19385
774,17402
774,15866
774,2081
788,9509
788,11107
788,2497
788,9313
788,10941
788,15715
788,1385
788,1591
788,19316
788,2332
788,17908
788,13866
788,3838
788,11275
788,7465
788,14008
788,306
788,19889
788,17584
788,19069
788,751
788,20134
788,2385
788,20251
788,10026
788,5641
788,17984
788,9115
788,14399
788,619
788,6430
788,11188
788,5559
788,12278
788,12499
788,5572
788,9765
788,15499
788,20295
788,2272
788,4482
818,579
818,15038
818,14128
818,12765
818,8835
818,13838
818,508
818,4089
818,10481
818,7081
818,2989
818,2134
818,6239
818,6226
818,16144
818,9202
818,12016
818,7195
818,1023
818,3684
818,4594
818,6086
818,4058
818,12910
818,5947
818,19826
818,13066
818,5020
818,12769
859,7645
859,2508
859,13401
859,4743
859,13803
859,8278
859,9231
859,14033
859,9003
859,7629
859,10201
859,6098
859,3009
859,6285
859,18404
859,1472
859,8880
859,12931
859,7870
859,4543
859,3533
859,16293
859,2286
859,8895
859,19416
859,11133
859,10738
859,12017
859,1510
859,1710
859,1357
859,10323
859,8017
859,14907
859,19558
859,245
859,14430
914,18399
914,5254
914,15900
914,5668
914,4249
914,8275
914,4032
914,14799
914,2452
914,14024
914,12721
914,8332
914,3551
914,5482
914,20167
914,396
914,2036
914,2627
914,1492
914,11483
914,16650
914,4514
914,6444
914,10742
914,13895
914,3791
914,178
914,13622
914,362
914,19509
914,17516
914,15771
914,20536
914,10855
914,3040
914,16977
914,197
914,11863
914,5259
914,17874
914,411
914,1127
914,1372
914,5929
914,8614
914,978
914,13029
924,19662
924,19385
924,12278
924,18672
924,11091
924,19055
924,14837
924,12104
924,3397
924,18617
924,20515
924,1620
924,17086
925,4672
925,6821
925,17869
925,1271
925,12624
925,3752
925,268
925,18824
925,5355
925,15455
925,15704
925,11011
925,12744
925,2182
925,14943
925,16261
925,12490
925,7490
925,5086
925,10442
925,20559
925,17277
925,3628
925,7160
925,8461
925,16267
925,16149
925,16464
925,12390
925,15098
925,10955
925,3242
925,8672
925,12868
925,7961
925,15988
925,9606
925,18758
925,17635
925,9246
925,13052
925,3493
925,18425
925,3486
925,17966
925,2177
925,16732
925,209
925,12228
925,8731
925,11162
925,4070
925,19964
925,92
925,4372
925,12506
925,9486
925,15958
926,4288
926,20279
926,9337
926,15980
926,6708
926,18913
926,2292
926,9457
926,16045
926,178
926,6483
926,12510
926,782
926,20156
926,12882
926,16852
926,9598
926,16361
926,10420
926,2151
926,19214
926,20518
926,7881
926,18428
926,14322
926,1149
926,12783
926,19364
926,15603
926,11551
926,11166
926,15434
926,963
926,1523
926,315
926,3556
926,411
926,18568
926,9002
926,10644
926,4312
926,14608
927,18010
927,3944
927,15263
927,15537
927,16404
927,6237
927,12277
927,11025
927,5379
927,19152
927,20488
927,19058
927,11289
927,3395
927,11018
927,19048
927,19556
927,17363
927,520
949,20263
949,18397
949,8047
949,5905
949,14758
949,16460
949,12563
949,14842
949,5641
949,18266
949,9873
949,1940
949,8229
957,10120
957,12400
957,4957
957,3498
957,5090
957,7822
957,19887
957,10554
957,19929
957,16354
957,20124
957,19406
957,7491
957,20271
957,9795
957,19485
957,17554
961,17172
961,12114
961,10580
961,12071
961,7298
961,5667
961,7416
961,1222
961,14270
961,762
961,10577
961,7680
961,2435
961,1485
961,6213
961,18425
961,17966
961,1441
961,8547
961,16079
961,7309
961,19450
961,2918
961,10612
961,9949
961,1772
961,3160
961,12868
961,8672
961,1731
961,3242
961,6672
961,18423
988,18902
988,3511
988,7467
988,7611
988,13487
988,8173
988,6286
988,17153
988,15602
988,4543
988,15616
988,19814
988,2682
988,9571
988,7260
988,1789
994,7133
994,6113
994,1813
994,11478
994,19850
994,5540
994,17357
1016,14134
1016,3412
1016,12769
1016,15843
1016,13595
1016,12071
1016,3600
1016,6287
1016,5983
1016,11027
1016,7187
1016,18290
1016,15935
1016,17587
1016,18091
1016,1487
1016,2730
1016,5186
1016,3001
1016,797
1016,3477
1021,13560
1021,17748
1021,11286
1021,14860
1021,18200
1021,12876
1021,16246
1021,14006
1021,2849
1021,15667
1021,1640
1021,10606
1021,903
1021,18126
1021,6580
1021,11239
1021,18876
1021,2348
1021,5994
1021,5376
1027,20210
1027,17124
1027,19303
1027,18439
1027,17963
1027,13191
1027,3412
1027,3575
1027,3712
1027,17534
1027,13226
1027,9078
1027,3367
1027,9815
1027,2730
1027,13618
1027,16552
1027,7611
1027,10920
1027,7596
1027,755
1027,18744
1027,15467
1027,10996
1027,16000
1027,6026
1027,6790
1027,11443
1027,12576
1046,7760
1046,4839
1046,17138
1046,6140
1046,4965
1046,1537
1046,7765
1046,13465
1046,14466
1046,699
1046,15053
1046,14407
1046,11468
1046,456
1057,5932
1057,17247
1057,6442
1057,4467
1057,14840
1057,18186
1057,11568
1057,9689
1057,15036
1057,7947
1057,8514
1057,8721
1057,2641
1057,18466
1057,19355
1057,12030
1057,404
1057,11229
1065,12488
1065,15564
1065,8064
1065,4910
1065,12064
1065,18320
1065,4986
1065,10654
1065,752
1065,5551
1065,16749
1065,10591
1065,6332
1065,5425
1065,11212
1065,7804
1065,12607
1065,7578
1065,4949
1065,12086
1065,19926
1065,17859
1065,17452
1065,46
1066,10572
1066,14037
1066,9508
1066,4865
1066,405
1066,1502
1066,1687
1066,5047
1066,17086
1066,1231
1066,10309
1066,4826
1066,16946
1066,4422
1066,16486
1066,19616
1066,15170
1066,888
1066,9579
1066,8734
1066,7242
1066,17777
1066,17747
1066,11180
1066,17964
1066,2920
1066,4692
1066,17528
1066,14295
1066,5911
1087,3519
1087,6160
1087,10269
1087,4317
1087,579
1087,13154
1087,18399
1087,19602
1087,5944
1087,12715
1087,12718
1087,11622
1087,16905
1087,20169
1087,797
1087,12284
1087,8345
1087,19431
1087,5463
1087,963
1087,20623
1087,19718
1087,2912
1087,20048
1087,10629
1087,17203
1087,16866
1087,18598
1087,17503
1087,1714
1087,16601
1087,11320
1087,12510
1087,15542
1087,8866
1087,15204
1087,8507
1092,19355
1092,4745
1092,16583
1092,830
1092,15036
1092,387
1092,9477
1092,3799
1092,19606
1092,7100
1092,16100
1092,5679
1092,4212
1092,9211
1092,19075
1092,5147
1092,5023
1092,4928
1092,10691
1092,16705
1092,5301
1099,4514
1099,5606
1099,7506
1099,16494
1099,14826
1099,3830
1099,5141
1099,8539
1099,11648
1099,11664
1099,15498
1099,16650
1099,7852
1099,8112
1099,394
1099,1953
1099,178
1099,8213
1099,10977
1099,2665
1099,4839
1099,1489
1099,2988
1099,19602
1099,797
1103,8286
1103,6364
1103,1246
1103,6823
1103,15466
1103,9903
1103,2980
1103,2134
1103,15942
1103,6971
1103,7224
1103,1290
1103,8643
1103,15542
1103,16673
1103,19779
1103,13626
1108,6
1108,865
1108,11654
1108,13100
1108,14679
1108,9961
1108,3212
1108,15335
1108,7323
1115,13046
1115,10617
1115,5323
1115,8658
1115,11687
1115,20578
1115,15775
1115,5510
1115,402
1115,18455
1115,11306
1115,7556
1115,7636
1115,5412
1115,4622
1115,15431
1115,19926
1115,2133
1115,12910
1115,15916
1115,9346
1115,1187
1115,19263
1115,7224
1120,17928
1120,15532
1120,9175
1120,20262
1120,18066
1120,11088
1120,149
1120,7134
1120,7539
1120,2638
1120,5540
1120,19850
1120,15022
1120,18443
1120,12919
1120,235
1120,2561
1126,19385
1126,15259
1126,9804
1126,19305
1126,9232
1126,20134
1126,15781
1126,9183
1126,16494
1126,2886
1126,8229
1126,8145
1126,20287
1126,3292
1126,11663
1126,4949
1126,10438
1126,6892
1126,80
1126,3870
1126,3650
1126,16502
1126,19252
1126,11943
1126,20263
1126,12461
1126,5425
1126,1111
1126,10848
1129,16130
1129,15485
1129,12584
1129,18327
1129,2719
1129,14558
1129,12592
1129,4298
1129,19476
1129,5527
1129,13529
1129,10740
1129,2317
1129,5541
1129,3641
1129,15851
1129,7066
1129,4072
1129,14718
1129,13276
1129,1014
1129,13004
1129,858
1129,8534
1147,3919
1147,16861
1147,14905
1147,8823
1147,909
1147,3413
1147,2186
1147,18057
1147,10926
1147,19205
1147,20121
1147,597
1147,10657
1147,2586
1147,6456
1147,8406
1147,13098
1147,6182
1147,9062
1147,15633
1147,14559
1163,1701
1163,18275
1163,19340
1163,1322
1163,12907
1163,12623
1163,6408
1163,18940
1163,9003
1163,73
1163,16521
1163,17946
1169,18404
1169,18940
1169,628
1169,18990
1169,5110
1169,15301
1169,11916
1169,15235
1169,2889
1169,10698
1169,4963
1169,3361
1169,6606
1169,8932
1169,2730
1169,7352
1169,5400
1169,20496
1169,16521
1169,18944
1169,16708
1169,8600
1169,5736
1169,13670
1169,19462
1169,3860
1169,20097
1169,1949
1169,8167
1169,3437
1169,1476
1169,5631
1169,7114
1169,9173
1169,19262
1169,14775
1169,14491
1169,18073
1169,3624
1169,17026
1174,3248
1174,11463
1174,4149
1174,1003
1174,14135
1174,16704
1174,2960
1174,491
1174,18322
1174,11316
1174,18802
1174,12445
1174,19739
1174,20106
1174,18227
1174,10105
1174,3785
1174,11848
1174,16524
1174,2369
1174,19045
1174,6233
1174,16365
1174,15470
1174,10214
1238,4258
1238,6823
1238,19489
1238,4986
1238,737
1238,14826
1238,5328
1238,19716
1238,11943
1238,12919
1238,9021
1238,12064
1238,80
1238,1895
1238,5881
1238,6937
1238,12499
1238,2677
1238,11633
1238,1308
1238,19252
1238,11765
1238,15900
1238,14189
1238,5345
1238,10830
1238,6491
1238,16494
1254,9941
1254,5606
1254,4113
1254,9394
1254,15713
1254,4965
1254,16820
1254,13006
1254,2970
1254,3431
1254,19429
1274,751
1274,17584
1274,15771
1274,9705
1274,20251
1274,10848
1274,16502
1274,10788
1274,19377
1274,15092
1274,4998
1274,11842
1274,1111
1274,14826
1274,8822
1274,11369
1274,18254
1274,6409
1274,8934
1274,20443
1274,1473
1274,13995
